"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","58450496121360768_1","2024-08-23","Telangana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58451380835103872_1","2024-08-23","Kerala","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","255.0",
"DELIVERED","58452332929528960_1","2024-08-23","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","177.0",
"DELIVERED","58453384126157184_1","2024-08-23","Uttar Pradesh","Nivasam Single Bed Printed Fleece Blanket Pack of 4","1416679859_7","Free Size","1","320.0","320.0",
"RTO_COMPLETE","58454039873942144_1","2024-08-23","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58457800977015296_1","2024-08-23","Uttar Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","58458048097645184_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58460862735049216_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58461445356959424_1","2024-08-23","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58471880818865856_1","2024-08-23","Tamil Nadu","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","58473747443529472_1","2024-08-23","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","255.0",
"DELIVERED","58473864863539712_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58475540885976960_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58476089589020544_1","2024-08-23","Tamil Nadu","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"CANCELLED","58479482839676608_1","2024-08-23","Bihar","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58479569875678912_1","2024-08-23","Andhra Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","95.0",
"DELIVERED","58479667552630528_1","2024-08-23","Rajasthan","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","177.0",
"DELIVERED","58485832096568960_1","2024-08-23","Kerala","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"CANCELLED","58490662559856512_1","2024-08-23","Uttarakhand","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Red)","Red/12","Free Size","1","210.0","210.0",
"DELIVERED","58491708602496768_1","2024-08-23","Telangana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Green)","Green/12","Free Size","1","203.0","203.0",
"DELIVERED","58501042745030400_1","2024-08-23","Tamil Nadu","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58501615372384128_1","2024-08-23","Uttar Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","81.0",
"DELIVERED","58502279092731200_1","2024-08-23","Maharashtra","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Red, 4 Pack)","NV/NewPotStand/Red/4","Free Size","1","73.0","73.0",
"DELIVERED","58503082053383936_1","2024-08-23","Uttar Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 5 (Red)","WK/NewPotStand/Red/5","Free Size","1","117.0","117.0",
"DELIVERED","58503299830036226_1","2024-08-23","Delhi","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58504796149087424_1","2024-08-23","Odisha","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","255.0",
"DELIVERED","58505184818461888_1","2024-08-23","Himachal Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","255.0",
"DELIVERED","58506151277279104_1","2024-08-23","Uttar Pradesh","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","73.0",
"CANCELLED","58507370116855552_1","2024-08-23","Himachal Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58514128156234176_1","2024-08-23","Rajasthan","Nivasam 7 Pc Plastic Handle Gardening Tools with Soft Tips ","NV/GardenTool/Plastic/7Pc","Free Size","1","329.0","329.0",
"DELIVERED","58521424227734016_1","2024-08-23","Maharashtra","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","66.0",
"RTO_COMPLETE","58525938271303936_1","2024-08-23","West Bengal","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"RTO_COMPLETE","58526138844020096_1","2024-08-23","Odisha","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58531488284507520_1","2024-08-23","Uttarakhand","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Blue, 4 Pack)","NV/NewPotStand/Blue/4","Free Size","1","72.0","65.0",
"DELIVERED","58532926557486464_1","2024-08-23","Andhra Pradesh","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","72.0","65.0",
"DELIVERED","58532988439148800_1","2024-08-23","Madhya Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","58533660316318016_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58545199409757632_1","2024-08-23","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"RTO_COMPLETE","58549603315711361_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58549621577710976_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"RTO_COMPLETE","58553562792114496_1","2024-08-23","Uttar Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","255.0",
"DELIVERED","58553887583337920_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"CANCELLED","58556842713775488_1","2024-08-23","Uttar Pradesh","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","66.0",
"RTO_COMPLETE","58557361702515200_1","2024-08-23","Madhya Pradesh","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Blue, 4 Pack)","NV/NewPotStand/Blue/4","Free Size","1","73.0","66.0",
"DELIVERED","58560133353124736_1","2024-08-23","Uttarakhand","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","236.0","236.0",
"DELIVERED","58560959469288832_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58561616526128001_1","2024-08-23","Rajasthan","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58563319901945280_1","2024-08-23","Gujarat","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58565878368665024_1","2024-08-23","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","230.0",
"RTO_COMPLETE","58566545684771328_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58568125945183680_1","2024-08-23","Odisha","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58572855580786048_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","71.0",
"DELIVERED","58574690713516354_1","2024-08-23","uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","58576872029519296_1","2024-08-23","West Bengal","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","58579969362540866_1","2024-08-23","Telangana","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58580204009782656_1","2024-08-23","Telangana","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","230.0",
"DELIVERED","58581068338396545_1","2024-08-23","Telangana","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 5 (Red)","WK/NewPotStand/Red/5","Free Size","1","117.0","117.0",
"DELIVERED","58581481118970752_1","2024-08-23","Uttar Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","58584185422395649_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58584466679839040_1","2024-08-23","Bihar","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"RTO_COMPLETE","58585031514175808_1","2024-08-23","Tamil Nadu","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","230.0",
"DELIVERED","58585868872659456_1","2024-08-23","Karnataka","Nivasam Soft Paper Tissue for home, kitchen, office (600 Pieces)","NV/TissuePaper/1ply/6Box","Free Size","1","97.0","97.0",
"DELIVERED","58587683724688832_1","2024-08-23","Kerala","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58593965197146432_1","2024-08-23","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","236.0","213.0",
"DELIVERED","58593842480200000_1","2024-08-23","Himachal Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","71.0",
"DELIVERED","58594805744056640_1","2024-08-23","Telangana","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"RTO_COMPLETE","58596526399651200_1","2024-08-23","Gujarat","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","230.0",
"DELIVERED","58597878788207104_1","2024-08-23","Delhi","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58598043683830016_1","2024-08-23","Andhra Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","230.0",
"DELIVERED","58599723470126528_1","2024-08-23","Karnataka","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58601722804908547_1","2024-08-23","Tamil Nadu","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","230.0",
"DELIVERED","58601881501350144_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58605438933086720_1","2024-08-23","Uttarakhand","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Green, 4 Pack)","NV/NewPotStand/Green/4","Free Size","1","73.0","73.0",
"DELIVERED","58606964813248768_1","2024-08-23","Telangana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","58610107999500608_1","2024-08-23","West Bengal","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","73.0",
"DELIVERED","58610485609594245_1","2024-08-23","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58610737866520832_1","2024-08-23","Uttar Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","230.0",
"DELIVERED","58612398952756096_1","2024-08-23","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","58613376201177411_1","2024-08-23","Karnataka","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58616952223923649_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","58623293872060736_1","2024-08-23","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","71.0",
"DELIVERED","58623661306772928_1","2024-08-23","Jammu & Kashmir","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Green)","Green/12","Free Size","1","178.0","161.0",
"LOST","58627774035754432_1","2024-08-24","Telangana","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","73.0",
"DELIVERED","58633159474099073_1","2024-08-24","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","236.0","236.0",
"DELIVERED","58633930366202368_1","2024-08-24","Odisha","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","90.0",
"DELIVERED","58637305373490561_1","2024-08-24","Delhi","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Blue, 4 Pack)","NV/NewPotStand/Blue/4","Free Size","1","73.0","73.0",
"DELIVERED","58639101427890432_1","2024-08-24","Delhi","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 5 (Green)","WK/NewPotStand/Green/5","Free Size","1","116.0","116.0",
"DELIVERED","58653156550081984_1","2024-08-24","Telangana","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","58665248936374787_1","2024-08-24","Gujarat","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58687338771068352_1","2024-08-24","Delhi","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58724845965489600_1","2024-08-24","Assam","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58726359683267968_1","2024-08-24","Haryana","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58740045473068481_1","2024-08-24","Telangana","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"RTO_COMPLETE","58746351000958400_1","2024-08-24","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58753181888249220_1","2024-08-24","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","255.0",
"DELIVERED","58753283642064256_1","2024-08-24","Andhra Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","95.0",
"DELIVERED","58755664289411584_1","2024-08-24","Delhi","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","95.0",
"DELIVERED","58756336015790912_1","2024-08-24","Uttar Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","95.0",
"DELIVERED","58756381479501249_1","2024-08-24","Maharashtra","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","95.0",
"DELIVERED","58757054512444288_1","2024-08-24","Kerala","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Green)","WK/NewPotStand/Green/16","Free Size","1","242.0","242.0",
"DELIVERED","58757207453545344_1","2024-08-24","Delhi","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","72.0","72.0",
"DELIVERED","58758618352156032_1","2024-08-24","West Bengal","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","81.0",
"DELIVERED","58762326689862464_1","2024-08-24","Delhi","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58763011124573056_1","2024-08-24","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds upto 60 Kgs-Pack of 8 (Green)","WK/NewPotStand/Green/8","Free Size","1","159.0","159.0",
"DELIVERED","58764889881017728_1","2024-08-24","Bihar","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","177.0",
"DELIVERED","58765800963538304_1","2024-08-24","Gujarat","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58766593548582272_1","2024-08-24","Jharkhand","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58767806468141568_1","2024-08-24","Tamil Nadu","Nivasam Single Bed Printed Fleece Blanket Pack of 4","1416679859_7","Free Size","1","344.0","344.0",
"DELIVERED","58770559399572928_1","2024-08-24","Telangana","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Multi, 4 Pack)","NV/NewPotStand/Multi/4","Free Size","1","73.0","73.0",
"DELIVERED","58770757622379392_1","2024-08-24","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"CANCELLED","58772084314289024_1","2024-08-24","Assam","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58773476680610688_1","2024-08-24","Tamil Nadu","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","73.0",
"DELIVERED","58773750921188160_1","2024-08-24","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58774386443779456_1","2024-08-24","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"RTO_COMPLETE","58774982892925825_1","2024-08-24","Andhra Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Blue)","Blue/12","Free Size","1","203.0","203.0",
"DELIVERED","58776413309973376_1","2024-08-24","Bihar","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","177.0",
"DELIVERED","58780635315010944_1","2024-08-24","Jharkhand","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Green)","Green/12","Free Size","1","203.0","203.0",
"DELIVERED","58780633708592576_1","2024-08-24","Chhattisgarh","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Green, 4 Pack)","NV/NewPotStand/Green/4","Free Size","1","73.0","73.0",
"CANCELLED","58781571888657283_1","2024-08-24","Kerala","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58783443086966208_1","2024-08-24","Andhra Pradesh","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","73.0",
"DELIVERED","58784591506723648_1","2024-08-24","Telangana","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","73.0",
"DELIVERED","58786994406503872_1","2024-08-24","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58789148609425920_1","2024-08-24","Andhra Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","255.0","255.0",
"DELIVERED","58789598639127936_1","2024-08-24","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","58790822036263744_1","2024-08-24","Uttarakhand","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58793182724772672_1","2024-08-24","Maharashtra","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 5 (Red)","WK/NewPotStand/Red/5","Free Size","1","117.0","106.0",
"DELIVERED","58793137228952448_1","2024-08-24","Delhi","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 5 (Multi)","WK/NewPotStand/Multi/5","Free Size","1","117.0","106.0",
"DELIVERED","58795958042852736_1","2024-08-24","Punjab","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","177.0",
"DELIVERED","58796537578225090_1","2024-08-24","Haryana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 6 (Red)","Red/6","Free Size","1","99.0","99.0",
"DELIVERED","58796719365894656_1","2024-08-24","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 6 (Yellow)","Yellow/6","Free Size","1","99.0","99.0",
"DELIVERED","58800978375422848_1","2024-08-24","Maharashtra","Trendy Personal Pot Stand(Pack Of 3)","4","Free Size","1","53.0","53.0",
"DELIVERED","58801107090224000_1","2024-08-24","Karnataka","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58804322946986880_1","2024-08-24","Tamil Nadu","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","58804348016342464_1","2024-08-24","Kerala","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","58804934287766016_1","2024-08-24","Delhi","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Multi, 4 Pack)","NV/NewPotStand/Multi/4","Free Size","1","73.0","66.0",
